taxon_order,category,species_code,primary_com_name,sci_name
2686,issf,rekimp1,Red-knobbed Imperial-Pigeon (Pink-necked),Ducula rubricera rubricera
2687,issf,rekimp2,Red-knobbed Imperial-Pigeon (Gray-necked),Ducula rubricera rufigula
2688,species,miipig1,Micronesian Imperial-Pigeon,Ducula oceanica
2694,species,poipig1,Polynesian Imperial-Pigeon,Ducula aurorae
2697,species,marimp1,Marquesas Imperial-Pigeon,Ducula galeata
2698,species,spipig1,Spice Imperial-Pigeon,Ducula myristicivora
2699,issf,spiimp1,Spice Imperial-Pigeon (Pink-naped),Ducula myristicivora myristicivora
2700,issf,spiimp2,Spice Imperial-Pigeon (Gray-naped),Ducula myristicivora geelvinkiana
2701,species,ptipig1,Purple-tailed Imperial-Pigeon,Ducula rufigaster
2704,species,cbipig2,Cinnamon-bellied Imperial-Pigeon,Ducula basilica
2705,issf,cibimp1,Cinnamon-bellied Imperial-Pigeon (Gray-naped),Ducula basilica basilica
2706,issf,cibimp2,Cinnamon-bellied Imperial-Pigeon (Golden-naped),Ducula basilica obiensis
2707,species,fiipig1,Finsch's Imperial-Pigeon,Ducula finschii
2708,species,rufimp1,Rufescent Imperial-Pigeon,Ducula chalconota
2709,issf,rufimp2,Rufescent Imperial-Pigeon (Purple-rumped),Ducula chalconota chalconota
2710,issf,rufimp3,Rufescent Imperial-Pigeon (Green-rumped),Ducula chalconota smaragdina
2711,species,isipig1,Island Imperial-Pigeon,Ducula pistrinaria
2716,species,phipig1,Pink-headed Imperial-Pigeon,Ducula rosacea
2717,species,ciipig1,Christmas Island Imperial-Pigeon,Ducula whartoni
2718,species,gryimp1,Gray Imperial-Pigeon,Ducula pickeringii
2722,species,peipig1,Peale's Imperial-Pigeon,Ducula latrans
2723,species,cbipig1,Chestnut-bellied Imperial-Pigeon,Ducula brenchleyi
2724,species,baipig1,Baker's Imperial-Pigeon,Ducula bakeri
2725,species,ncipig1,New Caledonian Imperial-Pigeon,Ducula goliath
2726,species,piipig2,Pinon's Imperial-Pigeon,Ducula pinon
2727,issf,pinimp1,Pinon's Imperial-Pigeon (Gray-headed),Ducula pinon pinon/jobiensis
2730,issf,pinimp2,Pinon's Imperial-Pigeon (Pink-headed),Ducula pinon salvadorii
2731,species,biipig1,Bismarck Imperial-Pigeon,Ducula melanochroa
2732,species,coipig1,Collared Imperial-Pigeon,Ducula mullerii
2735,species,zoeimp1,Zoe's Imperial-Pigeon,Ducula zoeae
2736,species,moipig1,Mountain Imperial-Pigeon,Ducula badia
2737,issf,mouimp1,Mountain Imperial-Pigeon (cuprea),Ducula badia cuprea
2738,issf,mouimp2,Mountain Imperial-Pigeon (badia Group),Ducula badia [badia Group]
2742,species,dbipig1,Dark-backed Imperial-Pigeon,Ducula lacernulata
2743,issf,dabimp1,Dark-backed Imperial-Pigeon (Gray-headed),Ducula lacernulata lacernulata
2744,issf,dabimp2,Dark-backed Imperial-Pigeon (Pink-headed),Ducula lacernulata williami
2745,issf,dabimp3,Dark-backed Imperial-Pigeon (Gray-crowned),Ducula lacernulata sasakensis
2746,species,tiipig1,Timor Imperial-Pigeon,Ducula cineracea
2749,species,piipig1,Pied Imperial-Pigeon,Ducula bicolor
2752,species,torimp2,Yellowish Imperial-Pigeon,Ducula subflavescens
2753,species,torimp1,Torresian Imperial-Pigeon,Ducula spilorrhoa
2754,species,whiimp1,Silver-tipped Imperial-Pigeon,Ducula luctuosa
2755,spuh,imperi1,imperial-pigeon sp.,Ducula sp.
2756,species,toppig1,Topknot Pigeon,Lopholaimus antarcticus
2757,species,nezpig2,New Zealand Pigeon,Hemiphaga novaeseelandiae
2758,issf,noipig1,New Zealand Pigeon (Norfolk),Hemiphaga novaeseelandiae spadicea
2759,issf,nezpig1,New Zealand Pigeon (New Zealand),Hemiphaga novaeseelandiae novaeseelandiae
2760,species,nezpig3,Chatham Island Pigeon,Hemiphaga chathamensis
2761,species,sompig2,Sombre Pigeon,Cryptophaps poecilorrhoa
2762,species,pampig2,Papuan Mountain-Pigeon,Gymnophaps albertisii
2765,species,lotmop1,Buru Mountain-Pigeon,Gymnophaps mada
2766,species,lotmop2,Seram Mountain-Pigeon,Gymnophaps stalkeri
2767,species,pampig1,Pale Mountain-Pigeon,Gymnophaps solomonensis
2768,spuh,dove1,pigeon/dove sp.,Columbidae sp.
2769,species,whbmes2,White-breasted Mesite,Mesitornis variegatus
2770,species,bromes1,Brown Mesite,Mesitornis unicolor
2771,species,submes1,Subdesert Mesite,Monias benschi
2772,species,tibsan1,Tibetan Sandgrouse,Syrrhaptes tibetanus
2773,species,palsan1,Pallas's Sandgrouse,Syrrhaptes paradoxus
2774,species,pitsan1,Pin-tailed Sandgrouse,Pterocles alchata
2775,issf,pitsan2,Pin-tailed Sandgrouse (Iberian),Pterocles alchata alchata
2776,issf,pitsan3,Pin-tailed Sandgrouse (Pin-tailed),Pterocles alchata caudacutus
2777,species,namsan1,Namaqua Sandgrouse,Pterocles namaqua
2778,species,chbsan,Chestnut-bellied Sandgrouse,Pterocles exustus
2779,issf,chbsan1,Chestnut-bellied Sandgrouse (African),Pterocles exustus [exustus Group]
2784,issf,chbsan2,Chestnut-bellied Sandgrouse (Arabian),Pterocles exustus erlangeri
2785,issf,chbsan3,Chestnut-bellied Sandgrouse (Asian),Pterocles exustus hindustan
2786,species,sposan1,Spotted Sandgrouse,Pterocles senegallus
2787,species,blbsan1,Black-bellied Sandgrouse,Pterocles orientalis
2790,species,yetsan1,Yellow-throated Sandgrouse,Pterocles gutturalis
2793,species,crosan1,Crowned Sandgrouse,Pterocles coronatus
2799,species,blfsan1,Black-faced Sandgrouse,Pterocles decoratus
2803,species,madsan1,Madagascar Sandgrouse,Pterocles personatus
2804,species,licsan1,Lichtenstein's Sandgrouse,Pterocles lichtensteinii
2805,issf,licsan2,Lichtenstein's Sandgrouse (Lichtenstein's),Pterocles lichtensteinii [lichtensteinii Group]
2810,issf,licsan3,Lichtenstein's Sandgrouse (Close-barred),Pterocles lichtensteinii arabicus
2811,species,dobsan1,Double-banded Sandgrouse,Pterocles bicinctus
2815,species,fobsan1,Four-banded Sandgrouse,Pterocles quadricinctus
2816,species,paisan1,Painted Sandgrouse,Pterocles indicus
2817,species,bursan1,Burchell's Sandgrouse,Pterocles burchelli
2818,spuh,sandgr1,sandgrouse sp.,Pterocles sp.
2819,species,grebus1,Great Bustard,Otis tarda
2822,species,arabus1,Arabian Bustard,Ardeotis arabs
2827,species,korbus1,Kori Bustard,Ardeotis kori
2830,species,indbus1,Great Indian Bustard,Ardeotis nigriceps
2831,species,ausbus1,Australian Bustard,Ardeotis australis
2832,species,houbus1,Houbara Bustard,Chlamydotis undulata
2833,issf,houbus2,Houbara Bustard (Canary Is.),Chlamydotis undulata fuertaventurae
2834,issf,houbus3,Houbara Bustard (North African),Chlamydotis undulata undulata
2835,species,macbus1,Macqueen's Bustard,Chlamydotis macqueenii
2836,species,ludbus1,Ludwig's Bustard,Neotis ludwigii
2837,species,stabus1,Denham's Bustard,Neotis denhami
2838,issf,denbus1,Denham's Bustard (Denham's),Neotis denhami denhami
2839,issf,denbus2,Denham's Bustard (Jackson's),Neotis denhami jacksoni
2840,issf,denbus3,Denham's Bustard (Stanley's),Neotis denhami stanleyi
2841,species,heubus1,Heuglin's Bustard,Neotis heuglinii
2842,species,nubbus1,Nubian Bustard,Neotis nuba
2843,species,whbbus2,White-bellied Bustard,Eupodotis senegalensis
2844,issf,whbbus1,White-bellied Bustard (White-bellied),Eupodotis senegalensis [senegalensis Group]
2848,issf,whbbus3,White-bellied Bustard (Barrow's),Eupodotis senegalensis barrowii/mackenziei
2851,species,blubus1,Blue Bustard,Eupodotis caerulescens
2852,species,karbus1,Karoo Bustard,Eupodotis vigorsii
2855,species,ruebus1,Rüppell's Bustard,Eupodotis rueppelii
2858,species,libbus1,Little Brown Bustard,Eupodotis humilis
2859,species,savbus1,Savile's Bustard,Eupodotis savilei
2860,species,bucbus1,Buff-crested Bustard,Eupodotis gindiana
2861,species,recbus1,Red-crested Bustard,Eupodotis ruficrista
2862,species,blabus3,Black Bustard,Eupodotis afra
2863,species,whqbus1,White-quilled Bustard,Eupodotis afraoides
2867,species,bkbbus1,Black-bellied Bustard,Lissotis melanogaster
2870,species,harbus2,Hartlaub's Bustard,Lissotis hartlaubii
2871,species,benflo2,Bengal Florican,Houbaropsis bengalensis
2874,species,lesflo2,Lesser Florican,Sypheotides indicus
2875,species,litbus1,Little Bustard,Tetrax tetrax
2876,spuh,bustar1,bustard sp.,Otididae sp.
2877,species,grbtur1,Great Blue Turaco,Corythaeola cristata
2878,species,guitur1,Guinea Turaco,Tauraco persa
2879,issf,guitur2,Guinea Turaco (Buffon's),Tauraco persa buffoni
2880,issf,guitur3,Guinea Turaco (Guinea),Tauraco persa persa/zenkeri
2883,species,livtur1,Livingstone's Turaco,Tauraco livingstonii
2887,species,schtur1,Schalow's Turaco,Tauraco schalowi
2888,species,knytur1,Knysna Turaco,Tauraco corythaix
2889,issf,knytur2,Knysna Turaco (Northern),Tauraco corythaix phoebus
2890,issf,knytur3,Knysna Turaco (Southern),Tauraco corythaix corythaix
2891,species,blbtur1,Black-billed Turaco,Tauraco schuettii
2892,issf,bkbtur1,Black-billed Turaco (Green-rumped),Tauraco schuettii emini
2893,issf,bkbtur2,Black-billed Turaco (Black-rumped),Tauraco schuettii schuettii
2894,species,whctur2,White-crested Turaco,Tauraco leucolophus
2895,species,fistur1,Fischer's Turaco,Tauraco fischeri
2896,issf,fistur2,Fischer's Turaco (Fischer's),Tauraco fischeri fischeri
2897,issf,fistur3,Fischer's Turaco (Zanzibar),Tauraco fischeri zanzibaricus
2898,species,yebtur1,Yellow-billed Turaco,Tauraco macrorhynchus
2899,issf,yebtur2,Yellow-billed Turaco (Yellow-billed),Tauraco macrorhynchus macrorhynchus
2900,issf,yebtur3,Yellow-billed Turaco (Verreaux's),Tauraco macrorhynchus verreauxii
2901,species,bantur1,Bannerman's Turaco,Tauraco bannermani
2902,species,rectur1,Red-crested Turaco,Tauraco erythrolophus
2903,species,hartur1,Hartlaub's Turaco,Tauraco hartlaubi
2904,species,whctur1,White-cheeked Turaco,Tauraco leucotis
2905,issf,whctur3,White-cheeked Turaco (White-cheeked),Tauraco leucotis leucotis
2906,issf,whctur4,White-cheeked Turaco (Donaldson's),Tauraco leucotis donaldsoni
2907,species,prrtur1,Prince Ruspoli's Turaco,Tauraco ruspolii
2908,hybrid,x00800,White-cheeked x Prince Ruspoli's Turaco (hybrid),Tauraco leucotis x ruspolii
2909,species,puctur2,Purple-crested Turaco,Tauraco porphyreolophus
2912,spuh,taurac1,Tauraco sp.,Tauraco sp.
2913,species,ruwtur2,Rwenzori Turaco,Ruwenzorornis johnstoni
2914,issf,ruwtur1,Rwenzori Turaco (Rwenzori),Ruwenzorornis johnstoni johnstoni
2915,issf,ruwtur3,Rwenzori Turaco (Mt. Kabobo),Ruwenzorornis johnstoni bredoi
2916,issf,ruwtur4,Rwenzori Turaco (Kivu),Ruwenzorornis johnstoni kivuensis
2917,species,viotur1,Violet Turaco,Musophaga violacea
2918,species,rostur1,Ross's Turaco,Musophaga rossae
2919,species,bfgbir1,Bare-faced Go-away-bird,Corythaixoides personatus
2920,issf,bafgab1,Bare-faced Go-away-bird (Brown-faced),Corythaixoides personatus personatus
2921,issf,bafgab2,Bare-faced Go-away-bird (Black-faced),Corythaixoides personatus leopoldi
2922,species,grygab1,Gray Go-away-bird,Corythaixoides concolor
2927,species,wbgbir1,White-bellied Go-away-bird,Corythaixoides leucogaster
2928,species,wesple1,Western Plantain-eater,Crinifer piscator
2929,species,easple1,Eastern Plantain-eater,Crinifer zonurus
2930,spuh,turaco1,turaco sp.,Musophagidae sp.
2931,species,guicuc1,Guira Cuckoo,Guira guira
2932,species,greani1,Greater Ani,Crotophaga major
2933,species,smbani,Smooth-billed Ani,Crotophaga ani
2934,species,grbani,Groove-billed Ani,Crotophaga sulcirostris
2935,slash,y00498,Smooth-billed/Groove-billed Ani,Crotophaga ani/sulcirostris
2936,species,strcuc1,Striped Cuckoo,Tapera naevia
2939,species,phecuc1,Pheasant Cuckoo,Dromococcyx phasianellus
2940,species,pavcuc1,Pavonine Cuckoo,Dromococcyx pavoninus
2941,species,legcuc1,Lesser Ground-Cuckoo,Morococcyx erythropygus
2944,species,lesroa1,Lesser Roadrunner,Geococcyx velox
2945,species,greroa,Greater Roadrunner,Geococcyx californianus
2946,slash,y00957,Lesser/Greater Roadrunner,Geococcyx velox/californianus
2947,species,rvgcuc1,Rufous-vented Ground-Cuckoo,Neomorphus geoffroyi
2954,species,scgcuc1,Scaled Ground-Cuckoo,Neomorphus squamiger
2955,species,bagcuc1,Banded Ground-Cuckoo,Neomorphus radiolosus
2956,species,rwgcuc1,Rufous-winged Ground-Cuckoo,Neomorphus rufipennis
2957,species,rbgcuc1,Red-billed Ground-Cuckoo,Neomorphus pucheranii
2960,species,sugcuc1,Sumatran Ground-Cuckoo,Carpococcyx viridis
2961,species,bogcuc1,Bornean Ground-Cuckoo,Carpococcyx radiceus
2962,species,cbgcuc1,Coral-billed Ground-Cuckoo,Carpococcyx renauldi
2963,species,crecou1,Crested Coua,Coua cristata
2964,issf,crecou2,Crested Coua (Crested),Coua cristata [cristata Group]
2968,issf,crecou3,Crested Coua (Chestnut-vented),Coua cristata pyropyga
2969,species,vercou1,Verreaux's Coua,Coua verreauxi
2970,species,blucou1,Blue Coua,Coua caerulea
2971,species,reccou1,Red-capped Coua,Coua ruficeps
2972,issf,reccou2,Red-capped Coua (Red-capped),Coua ruficeps ruficeps
2973,issf,reccou3,Red-capped Coua (Green-capped),Coua ruficeps olivaceiceps
2974,species,refcou1,Red-fronted Coua,Coua reynaudii
2975,species,coqcou1,Coquerel's Coua,Coua coquereli
2976,species,runcou1,Running Coua,Coua cursor
2977,species,giacou1,Giant Coua,Coua gigas
2978,species,snecou1,Snail-eating Coua,Coua delalandei
2979,species,rebcou1,Red-breasted Coua,Coua serriana
2980,spuh,coua1,coua sp.,Coua sp.
2981,species,buhcou1,Buff-headed Coucal,Centropus milo
2984,species,piecou1,Pied Coucal,Centropus ateralbus
2985,species,biacou1,Biak Coucal,Centropus chalybeus
2986,species,grbcou1,Greater Black Coucal,Centropus menbeki
2990,species,rufcou1,Rufous Coucal,Centropus unirufus
2991,species,grbcou2,Green-billed Coucal,Centropus chlororhynchos
2992,species,blfcou1,Black-faced Coucal,Centropus melanops
2995,species,shtcou1,Short-toed Coucal,Centropus rectunguis
2996,species,blhcou1,Black-hooded Coucal,Centropus steerii
2997,species,baycou1,Bay Coucal,Centropus celebensis
3000,species,gabcou1,Gabon Coucal,Centropus anselli
3001,species,bltcou1,Black-throated Coucal,Centropus leucogaster
3005,species,sencou1,Senegal Coucal,Centropus senegalensis
3009,species,blhcou2,Blue-headed Coucal,Centropus monachus
3013,species,cotcou1,Coppery-tailed Coucal,Centropus cupreicaudus
3014,species,whbcou1,White-browed Coucal,Centropus superciliosus
3015,issf,whbcou2,White-browed Coucal (White-browed),Centropus superciliosus superciliosus/loandae
3018,issf,whbcou3,White-browed Coucal (Burchell's),Centropus superciliosus burchellii/fasciipygialis
3021,species,suncou1,Sunda Coucal,Centropus nigrorufus
3022,species,andcou1,Andaman Coucal,Centropus andamanensis
3023,species,grecou1,Greater Coucal,Centropus sinensis
3024,issf,grecou2,Greater Coucal (Greater),Centropus sinensis [sinensis Group]
3030,issf,grecou3,Greater Coucal (Southern),Centropus sinensis parroti
3031,species,golcou1,Goliath Coucal,Centropus goliath
3032,species,madcou1,Madagascar Coucal,Centropus toulou
3036,species,blacou1,Black Coucal,Centropus grillii
3037,species,phicou1,Philippine Coucal,Centropus viridis
3042,species,lescou1,Lesser Coucal,Centropus bengalensis
3048,slash,y01087,Greater/Lesser Coucal,Centropus sinensis/bengalensis
3049,species,viocou1,Violaceous Coucal,Centropus violaceus
3050,species,lebcou1,Lesser Black Coucal,Centropus bernsteini
3053,species,phecou2,Pheasant Coucal,Centropus phasianinus
3054,issf,kaicou1,Pheasant Coucal (Kai),Centropus phasianinus spilopterus
3055,issf,phecou1,Pheasant Coucal (Pheasant),Centropus phasianinus [phasianinus Group]
3062,spuh,coucal1,coucal sp.,Centropus sp.
3063,species,rafmal1,Raffles's Malkoha,Rhinortha chlorophaea
3064,species,yellow5,Blue Malkoha,Ceuthmochares aereus
3067,species,yellow6,Green Malkoha,Ceuthmochares australis
3068,species,sirmal1,Sirkeer Malkoha,Taccocua leschenaultii
3072,species,rebmal2,Red-billed Malkoha,Zanclostomus javanicus
3073,species,chbmal2,Chestnut-breasted Malkoha,Phaenicophaeus curvirostris
3074,issf,chbmal3,Chestnut-breasted Malkoha (Mentawai),Phaenicophaeus curvirostris oeneicaudus
3075,issf,chbmal4,Chestnut-breasted Malkoha (Chestnut-breasted),Phaenicophaeus curvirostris [curvirostris Group]
3081,species,chbmal1,Chestnut-bellied Malkoha,Phaenicophaeus sumatranus
3082,species,refmal1,Red-faced Malkoha,Phaenicophaeus pyrrhocephalus
3083,species,blfmal1,Blue-faced Malkoha,Phaenicophaeus viridirostris
3084,species,blbmal1,Black-bellied Malkoha,Phaenicophaeus diardi
3087,species,grbmal1,Green-billed Malkoha,Phaenicophaeus tristis
3094,species,yebmal1,Yellow-billed Malkoha,Rhamphococcyx calyorhynchus
3098,species,recmal1,Red-crested Malkoha,Dasylophus superciliosus
3101,species,scfmal1,Scale-feathered Malkoha,Dasylophus cumingi
3102,spuh,malkoh1,malkoha sp.,Cuculidae sp. (malkoha sp.)
3103,species,chwcuc1,Chestnut-winged Cuckoo,Clamator coromandus
3104,species,grscuc1,Great Spotted Cuckoo,Clamator glandarius
3105,species,levcuc1,Levaillant's Cuckoo,Clamator levaillantii
3106,species,piecuc1,Pied Cuckoo,Clamator jacobinus
3110,species,litcuc2,Little Cuckoo,Coccycua minuta
3116,species,dwacuc1,Dwarf Cuckoo,Coccycua pumila
3117,species,asccuc1,Ash-colored Cuckoo,Coccycua cinerea
3118,species,squcuc1,Squirrel Cuckoo,Piaya cayana
3119,issf,squcuc2,Squirrel Cuckoo (West Mexico),Piaya cayana mexicana
3120,issf,squcuc3,Squirrel Cuckoo (Middle America),Piaya cayana thermophila
3121,issf,squcuc5,Squirrel Cuckoo (nigricrissa),Piaya cayana nigricrissa
3122,issf,squcuc4,Squirrel Cuckoo (Amazonian),Piaya cayana [cayana Group]
3134,species,blbcuc1,Black-bellied Cuckoo,Piaya melanogaster
3135,slash,y00857,Squirrel/Black-bellied Cuckoo,Piaya cayana/melanogaster
3136,species,dabcuc1,Dark-billed Cuckoo,Coccyzus melacoryphus
3137,species,yebcuc,Yellow-billed Cuckoo,Coccyzus americanus
3138,species,pebcuc1,Pearly-breasted Cuckoo,Coccyzus euleri
3139,slash,y00958,Yellow-billed/Pearly-breasted Cuckoo,Coccyzus americanus/euleri
3140,species,mancuc,Mangrove Cuckoo,Coccyzus minor
3141,species,coccuc1,Cocos Cuckoo,Coccyzus ferrugineus
3142,species,bkbcuc,Black-billed Cuckoo,Coccyzus erythropthalmus
3143,slash,y00616,Yellow-billed/Black-billed Cuckoo,Coccyzus americanus/erythropthalmus
3144,species,gyccuc,Gray-capped Cuckoo,Coccyzus lansbergi
3145,species,chbcuc4,Chestnut-bellied Cuckoo,Coccyzus pluvialis
3146,species,babcuc4,Bay-breasted Cuckoo,Coccyzus rufigularis
3147,species,jamlic1,Jamaican Lizard-Cuckoo,Coccyzus vetula
3148,species,purlic1,Puerto Rican Lizard-Cuckoo,Coccyzus vieilloti
3149,species,grelic1,Great Lizard-Cuckoo,Coccyzus merlini
3150,issf,grelic2,Great Lizard-Cuckoo (Bahama),Coccyzus merlini bahamensis
3151,issf,grelic3,Great Lizard-Cuckoo (Cuban),Coccyzus merlini [merlini Group]
3155,species,hislic1,Hispaniolan Lizard-Cuckoo,Coccyzus longirostris
3158,spuh,coccyz1,Coccyzus sp.,Coccyzus sp.
3159,species,sthcuc1,St. Helena Cuckoo,Nannococcyx psix
3160,species,thbcuc1,Thick-billed Cuckoo,Pachycoccyx audeberti
3161,issf,thbcuc2,Thick-billed Cuckoo (African),Pachycoccyx audeberti validus/brazzae
3164,issf,thbcuc3,Thick-billed Cuckoo (Malagasy),Pachycoccyx audeberti audeberti
3165,species,dwakoe1,Dwarf Koel,Microdynamis parva
3168,species,asikoe2,Asian Koel,Eudynamys scolopaceus
3174,species,bkbkoe1,Black-billed Koel,Eudynamys melanorhynchus
3177,species,asikoe3,Pacific Koel,Eudynamys orientalis
3178,issf,packoe1,Pacific Koel (Oriental),Eudynamys orientalis [orientalis Group]
3184,issf,packoe2,Pacific Koel (Australian),Eudynamys orientalis cyanocephalus/subcyanocephalus
3187,species,lotkoe1,Long-tailed Koel,Urodynamis taitensis
3188,species,chbcuc2,Channel-billed Cuckoo,Scythrops novaehollandiae
3192,species,asecuc1,Asian Emerald Cuckoo,Chrysococcyx maculatus
3193,species,viocuc1,Violet Cuckoo,Chrysococcyx xanthorhynchus
3196,slash,y00855,Asian Emerald/Violet Cuckoo,Chrysococcyx maculatus/xanthorhynchus
3197,species,didcuc1,Dideric Cuckoo,Chrysococcyx caprius
3198,species,klacuc1,Klaas's Cuckoo,Chrysococcyx klaas
3199,slash,y00856,Dideric/Klaas's Cuckoo,Chrysococcyx caprius/klaas
3200,species,yetcuc1,Yellow-throated Cuckoo,Chrysococcyx flavigularis
3201,species,afecuc1,African Emerald Cuckoo,Chrysococcyx cupreus
3202,issf,afecuc2,African Emerald Cuckoo (African),Chrysococcyx cupreus cupreus
